annee,boite,lieu,modele,moteur,nbr_km,photo,prix,version
03-2023,Automatique,SPOTICAR DIJON JMJ AUTOMOBILES,Citroën C4,Essence,15 530 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2801930_1.JPG,26 990 €,PureTech 130 S&S EAT8 C-Series
05-2018,Manuelle,SPOTICAR GEMY VANNES,Peugeot 208,Essence,37 229 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801917_1.JPG,12 990 €,1.2 PureTech 110ch S&S BVM5 Allure
10-2019,Automatique,SPOTICAR GEMY VANNES,Peugeot 508,Diesel,98 478 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2801918_1.JPG,20 890 €,SW BlueHDi 130 ch S&S EAT8 Allure Business
07-2020,Manuelle,SPOTICAR GEMY VANNES,Peugeot 2008,Essence,57 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801914_1.JPG,17 990 €,PureTech 130 S&S BVM6 Active Business
11-2020,Manuelle,SPOTICAR STELLANTIS &YOU ROUEN,Peugeot 3008,Essence,50 702 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2801908_1.JPG,22 990 €,Puretech 130ch S&S BVM6 Style
07-2020,Manuelle,SPOTICAR STELLANTIS &YOU LYON VENISSIEUX FRERES BERTRAND,Peugeot 208,Essence,30 978 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801900_1.JPG,15 089 €,PureTech 75 S&S BVM5 Active Business
05-2020,Manuelle,SPOTICAR STELLANTIS &YOU LYON VENISSIEUX FRERES BERTRAND,Citroën C3,Essence,17 403 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801894_1.JPG,13 489 €,PureTech 82 S&S BVM5 Graphic
12-2020,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Peugeot 208,Essence,28 336 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801883_1.JPG,19 490 €,PureTech 100 S&S EAT8 Allure
04-2020,Automatique,SPOTICAR EPINAL AUTO JMJ AUTOMOBILES,Peugeot 2008,Essence,37 839 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801876_1.JPG,24 890 €,PureTech 155 S&S EAT8 GT
08-2016,Manuelle,SPOTICAR EPINAL AUTO JMJ AUTOMOBILES,Peugeot 308,Essence,64 909 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2801875_1.JPG,16 290 €,1.2 PureTech 130ch S&S BVM6 GT Line
08-2019,Manuelle,SPOTICAR STELLANTIS &YOU ROUEN,Peugeot 208,Essence,55 196 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801867_1.JPG,12 990 €,PureTech 82ch S&S BVM5 6.2 Evap Tech Edition
01-2018,Automatique,SPOTICAR STELLANTIS &YOU MARSEILLE MICHELET,Fiat Tipo,Essence,44 163 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/FIAT-TIPO-2801866_1.JPG,14 490 €,5 Portes 1.6 110 ch BVA Lounge
02-2022,Manuelle,SPOTICAR GEMY SAINT-MALO,Citroën C3,Diesel,65 250 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801862_1.JPG,12 990 €,BlueHDi 100 S&S BVM6 FEEL
09-2021,Manuelle,SPOTICAR GROUPE CHOPARD GAP,Citroën C3,Essence,20 151 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801813_1.JPG,13 900 €,PureTech 83 S&S BVM5 Shine
07-2021,Automatique,SPOTICAR GROUPE CHOPARD GAP,Audi A1,Essence,18 152 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/AUDI-A1-2801807_1.JPG,23 490 €,Sportback 25 TFSI 95 ch S tronic 7 Design
09-2020,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot Partner,Diesel,26 633 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-PARTNER-2801802_1.JPG,19 990 €,FOURGON LONG 950 KG BLUEHDI 100 S&S BVM5 PREMIUM
09-2022,Automatique,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 2008,Electrique,10 809 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801800_1.JPG,29 490 €,Electrique 136 ch Style
02-2023,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 208,Essence,9 053 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801797_1.JPG,17 990 €,PureTech 75 S&S BVM5 Style
01-2021,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 2008,Essence,43 068 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801795_1.JPG,21 990 €,PureTech 100 S&S BVM6 Allure Business
04-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 308,Essence,16 994 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2801792_1.JPG,22 990 €,PureTech 110ch S&S BVM6 Active Pack
09-2022,Manuelle,SPOTICAR CLARIS DREUX,Citroën C3,Diesel,19 164 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801789_1.JPG,18 890 €,BlueHDi 100 S&S BVM6 Shine
02-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 208,Diesel,58 654 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801787_1.JPG,17 990 €,BlueHDi 100 S&S BVM6 Allure
03-2023,Automatique,SPOTICAR CLARIS AUTOMOBILES ROYAN,Citroën C5 Aircross,Diesel,5 108 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801766_1.JPG,34 990 €,BlueHDi 130 S&S EAT8 SHINE
10-2022,Manuelle,SPOTICAR CLARIS AUTOMOBILES ROYAN,Citroën C5 Aircross,Diesel,17 506 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801762_1.JPG,31 990 €,BlueHDi 130 S&S BVM6 Shine
05-2022,Manuelle,SPOTICAR CLARIS AUTOMOBILES ROYAN,Citroën C3 Aircross,Essence,10 694 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801760_1.JPG,21 990 €,PureTech 110 S&S BVM6 Shine Pack
03-2023,Automatique,SPOTICAR CLARIS AUTOMOBILES ST JEAN D ANGELY,Citroën C5 Aircross,Diesel,9 250 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801761_1.JPG,34 990 €,BlueHDi 130 S&S EAT8 SHINE
08-2022,Manuelle,SPOTICAR CLARIS AUTOMOBILES ST JEAN D ANGELY,Citroën Jumpy,Diesel,16 816 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-JUMPY-2801759_1.JPG,26 990 €,FGN XL BLUEHDI 100 S&S BVM6 CLUB
08-2021,Manuelle,SPOTICAR GRAND GARAGE DU GARD  NIMES,Citroën C3,Diesel,24 696 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801754_1.JPG,15 970 €,BlueHDi 100 S&S BVM6 Shine Business
05-2017,Manuelle,SPOTICAR STELLANTIS &YOU LYON Vénissieux,Peugeot 208,Essence,84 317 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801743_1.JPG,12 189 €,1.2 PureTech 110ch S&S BVM5 GT Line
10-2019,Manuelle,SPOTICAR STELLANTIS &YOU LYON Vénissieux,Jeep Compass,Diesel,53 010 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/JEEP-COMPASS-2801736_1.JPG,21 489 €,1.6 I MultiJet II 120 ch BVM6 Brooklyn Edition
10-2020,Manuelle,SPOTICAR STELLANTIS &YOU CHAMBRAY-LÈS-TOURS,Opel Crossland,Essence,27 929 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CROSSLAND-X-2801718_1.JPG,14 990 €,X 1.2 Turbo 130 ch Design 120 ans
06-2018,Manuelle,SPOTICAR STELLANTIS &YOU LYON Vénissieux,Renault Twingo,Essence,60 985 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-TWINGO-2801693_1.JPG,10 789 €,III 0.9 TCE 90 ENERGY INTENS
02-2020,Manuelle,SPOTICAR STELLANTIS &YOU MARIGNANE,Peugeot 3008,Essence,37 569 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2801689_1.JPG,23 290 €,Puretech 130ch S&S BVM6 Allure
02-2018,Manuelle,SPOTICAR STELLANTIS &YOU MALAKOFF,Peugeot 2008,Essence,57 077 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801644_1.JPG,15 270 €,1.2 PureTech 110ch S&S BVM5 Crossway
11-2016,Manuelle,SPOTICAR CLARA AUTOMOBILES LA ROCHE SUR YON,Peugeot 3008,Essence,63 500 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2801615_1.JPG,19 690 €,1.2 Puretech 130ch S&S BVM6 Allure
05-2021,Manuelle,SPOTICAR CLARA AUTOMOBILES LA ROCHE SUR YON,Citroën C3 Aircross,Essence,33 623 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801616_1.JPG,17 490 €,PureTech 110 S&S BVM6 Feel Pack
05-2023,Automatique,SPOTICAR CLARIS AUTOMOBILES ROCHEFORT,Citroën C5 Aircross,Diesel,5 025 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801589_1.JPG,35 990 €,BlueHDi 130 S&S EAT8 SHINE
04-2023,Automatique,SPOTICAR CLARIS AUTOMOBILES ROCHEFORT,Citroën C5 Aircross,Diesel,826 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801583_1.JPG,35 990 €,BlueHDi 130 S&S EAT8 SHINE
06-2021,Manuelle,SPOTICAR CLARIS AUTOMOBILES ROCHEFORT,Citroën C3 Aircross,Essence,31 381 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801582_1.JPG,18 990 €,PURETECH 110 S&S BVM6 SHINE
10-2020,Manuelle,SPOTICAR GEMY LORIENT,Peugeot 2008,Essence,35 322 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801581_1.JPG,19 950 €,PureTech 100 S&S BVM6 Allure
02-2019,Automatique,SPOTICAR STELLANTIS &YOU RENNES NORD,Mini One,Essence,30 412 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/MINI-MINI-2801576_1.JPG,22 490 €,MINI Hatch 5 Portes One 102 ch BVA7
12-2018,Manuelle,SPOTICAR STELLANTIS &YOU RENNES NORD,Peugeot 208,Essence,72 133 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801574_1.JPG,12 950 €,PureTech 110ch S&S BVM6 Tech Edition
11-2019,Manuelle,SPOTICAR STELLANTIS &YOU RENNES NORD,Dacia Sandero,Essence,3 440 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DACIA-SANDERO-2801570_1.JPG,9 790 €,SCe 75 Access
10-2018,Manuelle,SPOTICAR STELLANTIS &YOU BORDEAUX LE BOUSCAT,Peugeot 5008,Essence,74 456 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2801563_1.JPG,22 990 €,PureTech 130ch S&S BVM6 Allure
07-2021,Automatique,SPOTICAR CLARIS AUTOMOBILES LA ROCHE SUR YON,Opel Mokka,Electrique,16 926 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-MOKKA-2801505_1.JPG,27 990 €,Electrique 136 ch & Batterie 50 kWh GS Line
09-2019,Manuelle,SPOTICAR GEMY LA SEYNE SUR MER,Peugeot 5008,Essence,59 134 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2801492_1.JPG,21 480 €,PureTech 130ch S&S BVM6 Allure
10-2022,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën C3 Aircross,Essence,19 506 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801476_1.JPG,19 990 €,PureTech 110 S&S BVM6 C-Series
10-2022,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën C3 Aircross,Essence,16 016 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801472_1.JPG,18 990 €,PureTech 110 S&S BVM6 Feel
05-2015,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Peugeot 2008,Essence,87 200 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801466_1.JPG,12 290 €,1.2 PureTech 130ch S&S BVM6 Urban Cross
07-2020,Automatique,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Mitsubishi Outlander,Hybride rechargeable,54 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/MITSUBISHI-OUTLANDER-2801464_1.JPG,25 990 €,2.4l PHEV Twin Motor 4WD Invite
07-2017,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Peugeot 208,Diesel,86 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801459_1.JPG,10 690 €,1.6 BlueHDi 75ch S&S BVM5 Active Business
02-2019,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Peugeot 308,Essence,93 199 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2801456_1.JPG,13 990 €,PureTech 110ch S&S BVM6 Style
09-2020,Automatique,SPOTICAR STELLANTIS &YOU MERIGNAC,Peugeot 208,Essence,37 604 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801453_1.JPG,17 990 €,PureTech 100 S&S EAT8 Allure
09-2020,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Suzuki SX4,Essence,52 104 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/SUZUKI-SX4-2801445_1.JPG,18 290 €,S-Cross 1.4 Boosterjet Hybrid Privilege
10-2017,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,DS 5,Diesel,132 674 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-5-2801444_1.JPG,15 290 €,BlueHDi 150 S&S BVM6 So Chic
03-2021,Manuelle,SPOTICAR CLARO AUTOMOBILES REZE,Opel Corsa,Essence,20 369 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2801439_1.JPG,16 990 €,1.2 Turbo 100 ch BVM6 Edition
11-2016,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 2008,Essence,98 603 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801436_1.JPG,12 990 €,1.2 PureTech 130ch S&S BVM6 GT Line
04-2022,Automatique,SPOTICAR CLARIS AUTOMOBILES SAINTES,Citroën C5 Aircross,Hybride rechargeable,9 973 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2801414_1.JPG,35 990 €,Hybride Rechargeable 225 e-EAT8 C-Series
05-2022,Manuelle,SPOTICAR CLARIS AUTOMOBILES SAINTES,Citroën C3 Aircross,Essence,8 591 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801412_1.JPG,21 990 €,PureTech 110 S&S BVM6 Shine Pack
05-2022,Manuelle,SPOTICAR CLARIS AUTOMOBILES SAINTES,Citroën C3 Aircross,Essence,12 096 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801413_1.JPG,21 490 €,PureTech 110 S&S BVM6 Shine Pack
12-2015,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 508,Diesel,128 738 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2801388_1.JPG,11 290 €,1.6 BlueHDi 120ch S&S BVM6 Active Business
04-2017,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 3008,Essence,101 729 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2801382_1.JPG,16 990 €,1.2 Puretech 130ch S&S BVM6 Allure Business
07-2020,Manuelle,SPOTICAR DREUX AUTOMOBILES,Opel Crossland,Essence,41 751 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CROSSLAND-X-2801380_1.JPG,17 990 €,X 1.2 Turbo 130 ch Opel 2020
02-2022,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 208,Diesel,62 384 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801369_1.JPG,16 990 €,BlueHDi 100 S&S BVM6 Allure
11-2022,Automatique,SPOTICAR STELLANTIS &YOU NANTERRE,Peugeot 208,Essence,6 656 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801349_1.JPG,22 970 €,PureTech 130 S&S EAT8 Allure Pack
10-2020,Automatique,SPOTICAR GROUPE CHOPARD DIJON NORD,Peugeot 208,Essence,24 409 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801350_1.JPG,19 610 €,PureTech 100 S&S EAT8 Allure
09-2019,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 2008,Essence,76 703 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2801332_1.JPG,14 590 €,PureTech 110ch S&S BVM6 Signature
05-2021,Manuelle,SPOTICAR CLARA AUTOMOBILES SAINT NAZAIRE,Opel Crossland,Essence,15 072 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CROSSLAND-2801312_1.JPG,16 490 €,1.2 Turbo 110 ch BVM6 Elegance
02-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES SAINT NAZAIRE,Opel Corsa,Essence,16 216 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2801313_1.JPG,15 990 €,1.2 Turbo 100 ch BVM6 Edition
09-2020,Automatique,DS STORE CHARTRES,DS 7,Hybride rechargeable,23 960 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-7-CROSSBACK-2801290_1.JPG,47 890 €,CROSSBACK CROSSBACK HYBRIDE E-tense 300 EAT8 4x4 Grand chic
06-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES CHALLANS,Peugeot 208,Diesel,20 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801289_1.JPG,19 990 €,BlueHDi 100 S&S BVM6 Active Pack
11-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES CHALLANS,Peugeot 208,Essence,22 096 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2801286_1.JPG,16 990 €,PureTech 75 S&S BVM5 Style
12-2019,Automatique,SPOTICAR CLARIS CHARTRES,Opel Grandland,Essence,24 194 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-GRANDLAND-X-2801272_1.JPG,21 990 €,X 1.2 Turbo 130 ch BVA8 Design Line
03-2021,Automatique,SPOTICAR AMR AUTO SAINT ESTEVE,Citroën C3 Aircross,Essence,34 712 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2801213_1.JPG,19 990 €,PureTech 130 S&S EAT6 Shine
06-2018,Manuelle,SPOTICAR AMR AUTO SAINT ESTEVE,Peugeot Boxer,Diesel,117 052 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-BOXER-2801214_1.JPG,19 990 €,15 825.00€ HT - BLUEHDI 130 PREMIUM PA 330 L2H2
03-2023,Automatique,DS SALON PAMIERS,DS 4,Diesel,22 845 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-4-2801134_1.JPG,33 900 €,BlueHDi 130ch Rivoli Automatique
10-2018,Manuelle,DS STORE CHALON-SUR-SAONE,DS 7,Diesel,81 586 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-7-CROSSBACK-2801124_1.JPG,21 979 €,CROSSBACK BlueHDi 130ch So Chic
08-2022,Manuelle,SPOTICAR TRESSOL CHABRIER NARBONNE,Citroën C3,Essence,20 662 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2801011_1.JPG,15 989 €,V4 PURETECH 83 S&S BVM5 SHINE
10-2016,Manuelle,SPOTICAR STELLANTIS &YOU CESSON RUE DE RENNES,Peugeot 308,Essence,97 579 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2766117_1.JPG,20 990 €,1.6 THP 270ch S&S BVM6 GTi
03-2021,Automatique,SPOTICAR STELLANTIS &YOU MARSEILLE MICHELET,Renault Captur,Essence,19 351 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-CAPTUR-2712219_1.JPG,22 090 €,TCe 140 EDC - 21 Intens
08-2023,Manuelle,SPOTICAR PICARD GAILLAC,Peugeot 208,Essence,10 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2800767_1.JPG,23 990 €,1.2 PureTech 100ch S&S GT
12-2020,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Peugeot 208,Diesel,70 458 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2800760_1.JPG,14 480 €,1.5 BlueHDi 100ch S&S Active
01-2023,Automatique,SPOTICAR AUTOBERNARD CHAMBERY,Peugeot 2008,Electrique,4 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2800757_1.JPG,34 488 €,e-2008 136ch Style
09-2020,Automatique,SPOTICAR AUTOBERNARD CHAMBERY,Peugeot 3008,Diesel,59 960 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2800755_1.JPG,25 980 €,1.5 BlueHDi 130ch S&S Allure EAT8
04-2016,Automatique,SPOTICAR AUTOBERNARD EPERNAY,Peugeot 308,Essence,87 286 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2800697_1.JPG,13 580 €,1.2 Puretech 130ch Allure S&S EAT6 5p
05-2018,Manuelle,SPOTICAR AUTOBERNARD EPERNAY,Renault Kadjar,Diesel,94 826 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-KADJAR-2800680_1.JPG,14 989 €,1.6 DCI 130CH ENERGY INTENS
02-2023,Manuelle,SPOTICAR AUTOBERNARD MACON,Citroën C3 Aircross,Diesel,21 723 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2800671_1.JPG,22 580 €,BlueHDi 110ch S&S Feel Pack
10-2020,Manuelle,SPOTICAR AUTOBERNARD CHALON,Fiat Panda,Essence,30 198 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/FIAT-PANDA-2800608_1.JPG,10 280 €,1.2 8v 69ch S&S Easy  Euro6D
09-2020,Manuelle,SPOTICAR AUTOBERNARD REIMS,Citroën C3,Essence,18 900 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2800552_1.JPG,13 980 €,1.2 PureTech 83ch S&S Feel Pack
08-2019,Manuelle,SPOTICAR AUTOBERNARD GRENOBLE,Citroën C3 Aircross,Diesel,65 050 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2800548_1.JPG,14 989 €,BLUEHDI 100CH S&S FEEL E6.D-TEMP
09-2018,Manuelle,SPOTICAR SUD AUTO CASTRES,Citroën C1,Essence,31 820 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C1-2800542_1.JPG,9 980 €,VTI 68 FEEL 5P
03-2021,Manuelle,SPOTICAR AUTOBERNARD REIMS,Citroën C4,Essence,27 400 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2800532_1.JPG,19 872 €,PureTech 130ch S&S Feel Pack
10-2021,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Peugeot 2008,Diesel,54 259 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2632047_1.JPG,20 290 €,BlueHDi 110 S&S BVM6 Active Business
12-2019,Manuelle,SPOTICAR AUTOBERNARD BOURGOIN JALLIEU,Peugeot 108,Essence,88 393 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-108-2800961_1.JPG,9 580 €,VTi 72 Allure S&S 85g 5p
